observable,z,n,partition_seed,fold
charge_radius,48,55,2,0
charge_radius,48,56,2,0
charge_radius,48,57,2,0
charge_radius,48,58,2,0
charge_radius,48,59,2,0
charge_radius,48,60,2,0
charge_radius,48,61,2,0
charge_radius,48,62,2,0
charge_radius,48,63,2,4
charge_radius,48,64,2,4
charge_radius,48,65,2,4
charge_radius,48,66,2,4
charge_radius,48,67,2,4
charge_radius,48,68,2,4
charge_radius,48,69,2,4
charge_radius,48,70,2,4
charge_radius,48,72,2,4
charge_radius,49,55,2,0
charge_radius,49,56,2,0
charge_radius,49,57,2,0
charge_radius,49,58,2,0
charge_radius,49,59,2,0
charge_radius,49,60,2,0
charge_radius,49,61,2,4
charge_radius,49,62,2,4
charge_radius,49,63,2,4
charge_radius,49,64,2,4
charge_radius,49,65,2,4
charge_radius,49,66,2,4
charge_radius,49,67,2,4
charge_radius,49,68,2,4
charge_radius,49,69,2,4
charge_radius,49,70,2,4
charge_radius,49,71,2,4
charge_radius,49,72,2,4
charge_radius,49,73,2,4
charge_radius,49,74,2,4
charge_radius,49,75,2,4
charge_radius,49,76,2,4
charge_radius,49,77,2,4
charge_radius,49,78,2,4
charge_radius,50,58,2,0
charge_radius,50,59,2,0
charge_radius,50,60,2,4
charge_radius,50,61,2,4
charge_radius,50,62,2,4
charge_radius,50,63,2,4
charge_radius,50,64,2,4
charge_radius,50,65,2,4
charge_radius,50,66,2,4
charge_radius,50,67,2,4
charge_radius,50,68,2,4
charge_radius,50,69,2,4
charge_radius,50,70,2,4
charge_radius,50,71,2,4
charge_radius,50,72,2,4
charge_radius,50,73,2,4
charge_radius,50,74,2,4
charge_radius,50,75,2,4
charge_radius,50,76,2,4
charge_radius,50,77,2,4
charge_radius,50,78,2,4
charge_radius,50,79,2,4
charge_radius,50,80,2,4
charge_radius,50,81,2,4
charge_radius,50,82,2,4
charge_radius,51,70,2,4
charge_radius,51,72,2,4
charge_radius,52,64,2,4
charge_radius,52,66,2,4
charge_radius,52,68,2,4
charge_radius,52,70,2,4
charge_radius,52,71,2,4
charge_radius,52,72,2,4
charge_radius,52,73,2,4
charge_radius,52,74,2,4
charge_radius,52,76,2,4
charge_radius,52,78,2,4
charge_radius,52,80,2,4
charge_radius,52,82,2,4
charge_radius,52,84,2,4
charge_radius,53,74,2,4
charge_radius,54,62,2,4
charge_radius,54,64,2,4
charge_radius,54,66,2,4
charge_radius,54,68,2,4
charge_radius,54,70,2,4
charge_radius,54,72,2,4
charge_radius,54,73,2,4
charge_radius,54,74,2,4
charge_radius,54,75,2,4
charge_radius,54,76,2,4
charge_radius,54,77,2,4
charge_radius,54,78,2,4
charge_radius,54,79,2,4
charge_radius,54,80,2,4
charge_radius,54,82,2,4
charge_radius,54,83,2,4
charge_radius,54,84,2,4
charge_radius,54,85,2,4
charge_radius,54,86,2,4
charge_radius,54,87,2,4
charge_radius,54,88,2,4
charge_radius,54,89,2,4
charge_radius,54,90,2,4
charge_radius,54,92,2,4
charge_radius,55,63,2,4
charge_radius,55,64,2,4
charge_radius,55,65,2,4
charge_radius,55,66,2,4
charge_radius,55,67,2,4
charge_radius,55,68,2,4
charge_radius,55,69,2,4
charge_radius,55,70,2,4
charge_radius,55,71,2,4
charge_radius,55,72,2,4
charge_radius,55,73,2,4
charge_radius,55,74,2,4
charge_radius,55,75,2,4
charge_radius,55,76,2,4
charge_radius,55,77,2,4
charge_radius,55,78,2,4
charge_radius,55,79,2,4
charge_radius,55,80,2,4
charge_radius,55,81,2,4
charge_radius,55,82,2,4
charge_radius,55,83,2,4
charge_radius,55,84,2,4
charge_radius,55,85,2,4
charge_radius,55,86,2,4
charge_radius,55,87,2,4
charge_radius,55,88,2,4
charge_radius,55,89,2,4
charge_radius,55,90,2,4
charge_radius,55,91,2,4
charge_radius,56,64,2,4
charge_radius,56,65,2,4
charge_radius,56,66,2,4
charge_radius,56,67,2,4
charge_radius,56,68,2,4
charge_radius,56,69,2,4
charge_radius,56,70,2,4
charge_radius,56,71,2,4
charge_radius,56,72,2,4
charge_radius,56,73,2,4
charge_radius,56,74,2,4
charge_radius,56,75,2,4
charge_radius,56,76,2,4
charge_radius,56,77,2,4
charge_radius,56,78,2,4
charge_radius,56,79,2,4
charge_radius,56,80,2,4
charge_radius,56,81,2,4
charge_radius,56,82,2,4
charge_radius,56,83,2,4
charge_radius,56,84,2,4
charge_radius,56,85,2,4
charge_radius,56,86,2,4
charge_radius,56,87,2,4
charge_radius,56,88,2,4
charge_radius,56,89,2,4
charge_radius,56,90,2,4
charge_radius,56,92,2,4
charge_radius,57,78,2,4
charge_radius,57,80,2,4
charge_radius,57,81,2,4
charge_radius,57,82,2,4
charge_radius,58,78,2,4
charge_radius,58,80,2,4
charge_radius,58,82,2,4
charge_radius,58,84,2,4
charge_radius,58,86,2,4
charge_radius,58,88,2,4
charge_radius,58,90,2,2
charge_radius,59,82,2,4
charge_radius,60,72,2,4
charge_radius,60,74,2,4
charge_radius,60,75,2,4
charge_radius,60,76,2,4
charge_radius,60,77,2,4
charge_radius,60,78,2,4
charge_radius,60,79,2,4
charge_radius,60,80,2,4
charge_radius,60,81,2,4
charge_radius,60,82,2,4
charge_radius,60,83,2,4
charge_radius,60,84,2,4
charge_radius,60,85,2,4
charge_radius,60,86,2,4
charge_radius,60,88,2,2
charge_radius,60,90,2,2
charge_radius,62,76,2,4
charge_radius,62,77,2,4
charge_radius,62,78,2,4
charge_radius,62,79,2,4
charge_radius,62,80,2,4
charge_radius,62,81,2,4
charge_radius,62,82,2,4
charge_radius,62,83,2,2
charge_radius,62,84,2,2
charge_radius,62,85,2,2
charge_radius,62,86,2,2
charge_radius,62,87,2,2
charge_radius,62,88,2,2
charge_radius,62,89,2,2
charge_radius,62,90,2,2
charge_radius,62,91,2,2
charge_radius,62,92,2,2
charge_radius,63,74,2,4
charge_radius,63,75,2,4
charge_radius,63,76,2,4
charge_radius,63,77,2,4
charge_radius,63,78,2,4
charge_radius,63,79,2,4
charge_radius,63,80,2,4
charge_radius,63,81,2,2
charge_radius,63,82,2,2
charge_radius,63,83,2,2
charge_radius,63,84,2,2
charge_radius,63,85,2,2
charge_radius,63,86,2,2
charge_radius,63,87,2,2
charge_radius,63,88,2,2
charge_radius,63,89,2,2
charge_radius,63,90,2,2
charge_radius,63,91,2,2
charge_radius,63,92,2,2
charge_radius,63,93,2,2
charge_radius,63,94,2,2
charge_radius,63,95,2,2
charge_radius,63,96,2,2
charge_radius,64,81,2,2
charge_radius,64,82,2,2
charge_radius,64,84,2,2
charge_radius,64,86,2,2
charge_radius,64,88,2,2
charge_radius,64,90,2,2
charge_radius,64,91,2,2
charge_radius,64,92,2,2
charge_radius,64,93,2,2
charge_radius,64,94,2,2
charge_radius,64,96,2,2
charge_radius,65,82,2,2
charge_radius,65,83,2,2
charge_radius,65,84,2,2
charge_radius,65,85,2,2
charge_radius,65,86,2,2
charge_radius,65,87,2,2
charge_radius,65,88,2,2
charge_radius,65,89,2,2
charge_radius,65,90,2,2
charge_radius,65,92,2,2
charge_radius,65,94,2,2
charge_radius,66,80,2,2
charge_radius,66,82,2,2
charge_radius,66,83,2,2
charge_radius,66,84,2,2
charge_radius,66,85,2,2
charge_radius,66,86,2,2
charge_radius,66,87,2,2
charge_radius,66,88,2,2
charge_radius,66,89,2,2
charge_radius,66,90,2,2
charge_radius,66,91,2,2
charge_radius,66,92,2,2
charge_radius,66,93,2,2
charge_radius,66,94,2,2
charge_radius,66,95,2,2
charge_radius,66,96,2,2
charge_radius,66,97,2,2
charge_radius,66,98,2,2
charge_radius,67,84,2,2
charge_radius,67,85,2,2
charge_radius,67,86,2,2
charge_radius,67,87,2,2
charge_radius,67,88,2,2
charge_radius,67,89,2,2
charge_radius,67,90,2,2
charge_radius,67,91,2,2
charge_radius,67,92,2,2
charge_radius,67,93,2,2
charge_radius,67,94,2,2
charge_radius,67,95,2,2
charge_radius,67,96,2,2
charge_radius,67,98,2,2
charge_radius,68,82,2,2
charge_radius,68,84,2,2
charge_radius,68,86,2,2
charge_radius,68,88,2,2
charge_radius,68,90,2,2
charge_radius,68,92,2,2
charge_radius,68,94,2,2
charge_radius,68,96,2,2
charge_radius,68,98,2,2
charge_radius,68,99,2,2
charge_radius,68,100,2,2
charge_radius,68,102,2,2
charge_radius,69,84,2,2
charge_radius,69,85,2,2
charge_radius,69,87,2,2
charge_radius,69,88,2,2
charge_radius,69,89,2,2
charge_radius,69,90,2,2
charge_radius,69,91,2,2
charge_radius,69,92,2,2
charge_radius,69,93,2,2
charge_radius,69,94,2,2
charge_radius,69,95,2,2
charge_radius,69,96,2,2
charge_radius,69,97,2,2
charge_radius,69,98,2,2
charge_radius,69,99,2,2
charge_radius,69,100,2,2
charge_radius,69,101,2,2
charge_radius,69,102,2,2
charge_radius,69,103,2,2
charge_radius,70,82,2,2
charge_radius,70,84,2,2
charge_radius,70,85,2,2
charge_radius,70,86,2,2
charge_radius,70,87,2,2
charge_radius,70,88,2,2
charge_radius,70,89,2,2
charge_radius,70,90,2,2
charge_radius,70,91,2,2
charge_radius,70,92,2,2
charge_radius,70,93,2,2
charge_radius,70,94,2,2
charge_radius,70,95,2,2
charge_radius,70,96,2,2
charge_radius,70,97,2,2
charge_radius,70,98,2,2
charge_radius,70,99,2,2
charge_radius,70,100,2,2
charge_radius,70,101,2,2
charge_radius,70,102,2,2
charge_radius,70,103,2,2
charge_radius,70,104,2,2
charge_radius,70,105,2,2
charge_radius,70,106,2,2
charge_radius,71,90,2,2
charge_radius,71,91,2,2
charge_radius,71,92,2,2
charge_radius,71,93,2,2
charge_radius,71,94,2,2
charge_radius,71,95,2,2
charge_radius,71,96,2,2
charge_radius,71,97,2,2
charge_radius,71,98,2,2
charge_radius,71,99,2,2
charge_radius,71,100,2,2
charge_radius,71,101,2,2
charge_radius,71,102,2,2
charge_radius,71,103,2,2
charge_radius,71,104,2,2
charge_radius,71,105,2,2
charge_radius,71,106,2,2
charge_radius,71,107,2,2
charge_radius,71,108,2,2
charge_radius,72,98,2,2
charge_radius,72,99,2,2
charge_radius,72,100,2,2
charge_radius,72,101,2,2
charge_radius,72,102,2,2
charge_radius,72,103,2,2
charge_radius,72,104,2,2
charge_radius,72,105,2,2
charge_radius,72,106,2,2
charge_radius,72,107,2,2
charge_radius,72,108,2,2
charge_radius,72,110,2,2
charge_radius,73,108,2,2
charge_radius,74,106,2,2
charge_radius,74,108,2,2
charge_radius,74,109,2,1
charge_radius,74,110,2,1
charge_radius,74,112,2,1
charge_radius,75,110,2,1
charge_radius,75,112,2,1
charge_radius,76,108,2,1
charge_radius,76,110,2,1
charge_radius,76,111,2,1
charge_radius,76,112,2,1
charge_radius,76,113,2,1
charge_radius,76,114,2,1
charge_radius,76,116,2,1
charge_radius,77,105,2,1
charge_radius,77,106,2,1
charge_radius,77,107,2,1
charge_radius,77,108,2,1
charge_radius,77,109,2,1
charge_radius,77,110,2,1
charge_radius,77,111,2,1
charge_radius,77,112,2,1
charge_radius,77,114,2,1
charge_radius,77,116,2,1
charge_radius,78,100,2,2
charge_radius,78,101,2,2
charge_radius,78,102,2,2
charge_radius,78,103,2,2
charge_radius,78,104,2,1
charge_radius,78,105,2,1
charge_radius,78,106,2,1
charge_radius,78,107,2,1
charge_radius,78,108,2,1
charge_radius,78,109,2,1
charge_radius,78,110,2,1
charge_radius,78,111,2,1
charge_radius,78,112,2,1
charge_radius,78,113,2,1
charge_radius,78,114,2,1
charge_radius,78,115,2,1
charge_radius,78,116,2,1
charge_radius,78,117,2,1
charge_radius,78,118,2,1
charge_radius,78,120,2,1
charge_radius,79,104,2,1
charge_radius,79,105,2,1
charge_radius,79,106,2,1
charge_radius,79,107,2,1
charge_radius,79,108,2,1
charge_radius,79,109,2,1
charge_radius,79,110,2,1
charge_radius,79,111,2,1
charge_radius,79,112,2,1
charge_radius,79,113,2,1
charge_radius,79,114,2,1
charge_radius,79,115,2,1
charge_radius,79,116,2,1
charge_radius,79,117,2,1
charge_radius,79,118,2,1
charge_radius,79,119,2,1
charge_radius,79,120,2,1
charge_radius,80,101,2,1
charge_radius,80,102,2,1
charge_radius,80,103,2,1
charge_radius,80,104,2,1
charge_radius,80,105,2,1
charge_radius,80,106,2,1
charge_radius,80,107,2,1
charge_radius,80,108,2,1
charge_radius,80,109,2,1
charge_radius,80,110,2,1
charge_radius,80,111,2,1
charge_radius,80,112,2,1
charge_radius,80,113,2,1
charge_radius,80,114,2,1
charge_radius,80,115,2,1
charge_radius,80,116,2,1
charge_radius,80,117,2,1
charge_radius,80,118,2,1
charge_radius,80,119,2,1
charge_radius,80,120,2,1
charge_radius,80,121,2,1
charge_radius,80,122,2,1
charge_radius,80,123,2,1
charge_radius,80,124,2,1
charge_radius,80,125,2,1
charge_radius,80,126,2,1
charge_radius,81,107,2,1
charge_radius,81,109,2,1
charge_radius,81,110,2,1
charge_radius,81,111,2,1
charge_radius,81,112,2,1
charge_radius,81,113,2,1
charge_radius,81,114,2,1
charge_radius,81,115,2,1
charge_radius,81,116,2,1
charge_radius,81,117,2,1
charge_radius,81,118,2,1
charge_radius,81,119,2,1
charge_radius,81,120,2,1
charge_radius,81,121,2,1
charge_radius,81,122,2,1
charge_radius,81,123,2,1
charge_radius,81,124,2,1
charge_radius,81,126,2,1
charge_radius,81,127,2,1
charge_radius,82,100,2,1
charge_radius,82,101,2,1
charge_radius,82,102,2,1
charge_radius,82,103,2,1
charge_radius,82,104,2,1
charge_radius,82,105,2,1
charge_radius,82,106,2,1
charge_radius,82,107,2,1
charge_radius,82,108,2,1
charge_radius,82,109,2,1
charge_radius,82,110,2,1
charge_radius,82,111,2,1
charge_radius,82,112,2,1
charge_radius,82,113,2,1
charge_radius,82,114,2,1
charge_radius,82,115,2,1
charge_radius,82,116,2,1
charge_radius,82,117,2,1
charge_radius,82,118,2,1
charge_radius,82,119,2,1
charge_radius,82,120,2,1
charge_radius,82,121,2,1
charge_radius,82,122,2,1
charge_radius,82,123,2,1
charge_radius,82,124,2,1
charge_radius,82,125,2,1
charge_radius,82,126,2,1
charge_radius,82,127,2,1
charge_radius,82,128,2,1
charge_radius,82,129,2,1
charge_radius,82,130,2,1
charge_radius,82,132,2,1
charge_radius,83,119,2,1
charge_radius,83,120,2,1
charge_radius,83,121,2,1
charge_radius,83,122,2,1
charge_radius,83,123,2,1
charge_radius,83,124,2,1
charge_radius,83,125,2,1
charge_radius,83,126,2,1
charge_radius,83,127,2,1
charge_radius,83,129,2,1
charge_radius,83,130,2,1
charge_radius,84,108,2,1
charge_radius,84,110,2,1
charge_radius,84,112,2,1
charge_radius,84,114,2,1
charge_radius,84,116,2,1
charge_radius,84,118,2,1
charge_radius,84,120,2,1
charge_radius,84,121,2,1
charge_radius,84,122,2,1
charge_radius,84,123,2,1
charge_radius,84,124,2,1
charge_radius,84,125,2,1
charge_radius,84,126,2,1
charge_radius,84,132,2,1
charge_radius,84,134,2,1
charge_radius,86,116,2,1
charge_radius,86,118,2,1
charge_radius,86,119,2,1
charge_radius,86,120,2,1
charge_radius,86,121,2,1
charge_radius,86,122,2,1
charge_radius,86,123,2,1
charge_radius,86,124,2,1
charge_radius,86,125,2,1
charge_radius,86,126,2,1
charge_radius,86,132,2,1
charge_radius,86,133,2,1
charge_radius,86,134,2,1
charge_radius,86,135,2,1
charge_radius,86,136,2,1
charge_radius,87,120,2,1
charge_radius,87,121,2,1
charge_radius,87,122,2,1
charge_radius,87,123,2,1
charge_radius,87,124,2,1
charge_radius,87,125,2,1
charge_radius,87,126,2,1
charge_radius,87,133,2,1
charge_radius,87,134,2,1
charge_radius,87,135,2,1
charge_radius,87,136,2,1
charge_radius,87,137,2,1
charge_radius,87,138,2,1
charge_radius,87,139,2,1
charge_radius,87,140,2,1
charge_radius,87,141,2,1
charge_radius,88,120,2,1
charge_radius,88,121,2,1
charge_radius,88,122,2,1
charge_radius,88,123,2,1
charge_radius,88,124,2,1
charge_radius,88,125,2,1
charge_radius,88,126,2,1
charge_radius,88,132,2,1
charge_radius,88,133,2,1
charge_radius,88,134,2,1
charge_radius,88,135,2,1
charge_radius,88,136,2,1
charge_radius,88,137,2,1
charge_radius,88,138,2,1
charge_radius,88,139,2,1
charge_radius,88,140,2,1
charge_radius,88,141,2,1
charge_radius,88,142,2,1
charge_radius,88,144,2,1
charge_radius,90,137,2,1
charge_radius,90,138,2,1
charge_radius,90,139,2,1
charge_radius,90,140,2,1
charge_radius,90,142,2,1
charge_radius,92,141,2,1
charge_radius,92,142,2,1
charge_radius,92,143,2,1
charge_radius,92,144,2,1
charge_radius,92,146,2,1
charge_radius,94,144,2,1
charge_radius,94,145,2,1
charge_radius,94,146,2,1
charge_radius,94,147,2,1
charge_radius,94,148,2,1
charge_radius,94,150,2,1
charge_radius,95,146,2,1
charge_radius,95,148,2,1
charge_radius,96,146,2,1
charge_radius,96,148,2,1
charge_radius,96,149,2,1
charge_radius,96,150,2,1
charge_radius,96,152,2,1
be2,12,12,0,3
be2,12,14,0,3
be2,12,16,0,3
be2,12,18,0,3
be2,12,20,0,3
be2,12,22,0,3
be2,12,24,0,3
be2,14,12,0,3
be2,14,14,0,3
be2,14,16,0,3
be2,14,18,0,3
be2,14,20,0,3
be2,14,22,0,3
be2,14,24,0,3
be2,14,26,0,3
be2,16,12,0,3
be2,16,14,0,3
be2,16,16,0,3
be2,16,18,0,3
be2,16,20,0,3
be2,16,22,0,3
be2,16,24,0,3
be2,16,26,0,3
be2,16,28,0,3
be2,18,14,0,3
be2,18,16,0,3
be2,18,18,0,3
be2,18,20,0,3
be2,18,22,0,3
be2,18,24,0,3
be2,18,26,0,3
be2,18,28,0,3
be2,18,30,0,3
be2,20,18,0,3
be2,20,20,0,3
be2,20,22,0,3
be2,20,24,0,3
be2,20,26,0,3
be2,20,28,0,3
be2,20,30,0,3
be2,21,21,0,3
be2,22,20,0,3
be2,22,22,0,3
be2,22,24,0,3
be2,22,26,0,3
be2,22,28,0,3
be2,22,30,0,3
be2,22,32,0,3
be2,22,34,0,3
be2,24,22,0,3
be2,24,24,0,3
be2,24,26,0,3
be2,24,28,0,3
be2,24,30,0,3
be2,24,32,0,3
be2,24,34,0,3
be2,24,36,0,3
be2,24,38,0,3
be2,24,40,0,3
be2,25,25,0,3
be2,26,24,0,3
be2,26,26,0,3
be2,26,28,0,3
be2,26,30,0,3
be2,26,32,0,3
be2,26,34,0,3
be2,26,36,0,3
be2,26,38,0,3
be2,26,40,0,3
be2,26,42,0,3
be2,28,26,0,3
be2,28,28,0,3
be2,28,30,0,3
be2,28,32,0,3
be2,28,34,0,3
be2,28,36,0,3
be2,28,38,0,3
be2,28,40,0,3
be2,28,42,0,3
be2,28,46,0,0
be2,30,32,0,3
be2,30,34,0,3
be2,30,36,0,3
be2,30,38,0,3
be2,30,40,0,0
be2,30,42,0,0
be2,30,44,0,0
be2,30,46,0,0
be2,30,48,0,0
be2,30,50,0,0
be2,31,33,0,3
be2,32,32,0,3
be2,32,34,0,3
be2,32,36,0,0
be2,32,38,0,0
be2,32,40,0,0
be2,32,42,0,0
be2,32,44,0,0
be2,32,46,0,0
be2,32,48,0,0
be2,32,50,0,0
be2,34,34,0,0
be2,34,36,0,0
be2,34,38,0,0
be2,34,40,0,0
be2,34,42,0,0
be2,34,44,0,0
be2,34,46,0,0
be2,34,48,0,0
be2,34,50,0,0
be2,34,52,0,0
be2,35,35,0,0
be2,36,36,0,0
be2,36,38,0,0
be2,36,40,0,0
be2,36,42,0,0
be2,36,44,0,0
be2,36,46,0,0
be2,36,48,0,0
be2,36,50,0,0
be2,36,52,0,0
be2,36,54,0,0
be2,36,56,0,0
be2,36,58,0,0
be2,36,60,0,0
be2,38,38,0,0
be2,38,40,0,0
be2,38,42,0,0
be2,38,44,0,0
be2,38,46,0,0
be2,38,48,0,0
be2,38,50,0,0
be2,38,52,0,0
be2,38,54,0,0
be2,38,56,0,0
be2,38,58,0,0
be2,38,60,0,0
be2,38,62,0,0
be2,40,42,0,0
be2,40,44,0,0
be2,40,46,0,0
be2,40,48,0,0
be2,40,50,0,0
be2,40,52,0,0
be2,40,54,0,0
be2,40,56,0,0
be2,40,60,0,0
be2,40,62,0,0
be2,40,64,0,0
be2,40,66,0,0
be2,42,46,0,0
be2,42,50,0,0
be2,42,52,0,0
be2,42,54,0,0
be2,42,56,0,0
be2,42,58,0,0
be2,42,60,0,0
be2,42,62,0,0
be2,42,64,0,0
be2,42,66,0,0
be2,44,52,0,0
be2,44,54,0,0
be2,44,56,0,0
be2,44,58,0,0
be2,44,60,0,0
be2,44,62,0,0
be2,44,64,0,0
be2,44,66,0,0
be2,44,68,0,0
be2,46,52,0,0
be2,46,54,0,0
be2,46,56,0,0
be2,46,58,0,0
be2,46,60,0,0
be2,46,62,0,0
be2,46,64,0,0
be2,46,66,0,0
be2,46,68,0,2
be2,46,70,0,2
be2,48,52,0,0
be2,48,54,0,0
be2,48,56,0,0
be2,48,58,0,0
be2,48,60,0,0
be2,48,62,0,0
be2,48,64,0,2
be2,48,66,0,2
be2,48,68,0,2
be2,48,70,0,2
be2,48,72,0,2
be2,48,74,0,2
be2,48,76,0,2
be2,48,78,0,2
be2,50,54,0,0
be2,50,56,0,0
be2,50,58,0,0
be2,50,60,0,0
be2,50,62,0,2
be2,50,64,0,2
be2,50,66,0,2
be2,50,68,0,2
be2,50,70,0,2
be2,50,72,0,2
be2,50,74,0,2
be2,50,76,0,2
be2,50,78,0,2
be2,50,80,0,2
be2,50,82,0,2
be2,50,84,0,2
be2,52,56,0,0
be2,52,60,0,2
be2,52,62,0,2
be2,52,66,0,2
be2,52,68,0,2
be2,52,70,0,2
be2,52,72,0,2
be2,52,74,0,2
be2,52,76,0,2
be2,52,78,0,2
be2,52,80,0,2
be2,52,82,0,2
be2,52,84,0,2
be2,54,60,0,2
be2,54,62,0,2
be2,54,64,0,2
be2,54,66,0,2
be2,54,68,0,2
be2,54,70,0,2
be2,54,72,0,2
be2,54,74,0,2
be2,54,76,0,2
be2,54,78,0,2
be2,54,80,0,2
be2,54,82,0,2
be2,54,84,0,2
be2,54,86,0,2
be2,54,88,0,2
be2,54,90,0,2
be2,56,66,0,2
be2,56,68,0,2
be2,56,70,0,2
be2,56,72,0,2
be2,56,74,0,2
be2,56,76,0,2
be2,56,78,0,2
be2,56,80,0,2
be2,56,82,0,2
be2,56,84,0,2
be2,56,86,0,2
be2,56,88,0,2
be2,56,90,0,2
be2,58,66,0,2
be2,58,68,0,2
be2,58,70,0,2
be2,58,72,0,2
be2,58,74,0,2
be2,58,76,0,2
be2,58,78,0,2
be2,58,80,0,2
be2,58,82,0,2
be2,58,84,0,2
be2,58,86,0,2
be2,58,88,0,2
be2,58,90,0,2
be2,58,92,0,2
be2,58,94,0,2
be2,60,70,0,2
be2,60,72,0,2
be2,60,74,0,2
be2,60,76,0,2
be2,60,80,0,2
be2,60,82,0,2
be2,60,84,0,2
be2,60,86,0,2
be2,60,88,0,2
be2,60,90,0,2
be2,60,92,0,2
be2,60,94,0,2
be2,62,72,0,2
be2,62,74,0,2
be2,62,76,0,2
be2,62,78,0,2
be2,62,80,0,2
be2,62,82,0,2
be2,62,84,0,2
be2,62,86,0,2
be2,62,88,0,2
be2,62,90,0,2
be2,62,92,0,2
be2,62,94,0,2
be2,64,74,0,2
be2,64,82,0,2
be2,64,84,0,2
be2,64,88,0,2
be2,64,90,0,2
be2,64,92,0,1
be2,64,94,0,1
be2,64,96,0,1
be2,64,98,0,1
be2,64,100,0,1
be2,66,86,0,2
be2,66,88,0,1
be2,66,90,0,1
be2,66,92,0,1
be2,66,94,0,1
be2,66,96,0,1
be2,66,98,0,1
be2,68,88,0,1
be2,68,90,0,1
be2,68,92,0,1
be2,68,94,0,1
be2,68,96,0,1
be2,68,98,0,1
be2,68,100,0,1
be2,68,102,0,1
be2,70,88,0,1
be2,70,90,0,1
be2,70,92,0,1
be2,70,94,0,1
be2,70,96,0,1
be2,70,98,0,1
be2,70,100,0,1
be2,70,102,0,1
be2,70,104,0,1
be2,70,106,0,1
be2,71,99,0,1
be2,72,90,0,1
be2,72,92,0,1
be2,72,94,0,1
be2,72,96,0,1
be2,72,98,0,1
be2,72,100,0,1
be2,72,102,0,1
be2,72,104,0,1
be2,72,106,0,1
be2,72,108,0,1
be2,74,88,0,1
be2,74,90,0,1
be2,74,94,0,1
be2,74,96,0,1
be2,74,98,0,1
be2,74,100,0,1
be2,74,102,0,1
be2,74,104,0,1
be2,74,106,0,1
be2,74,108,0,1
be2,74,110,0,1
be2,74,112,0,1
be2,74,114,0,1
be2,76,96,0,1
be2,76,98,0,1
be2,76,100,0,1
be2,76,102,0,1
be2,76,104,0,1
be2,76,106,0,1
be2,76,108,0,1
be2,76,110,0,1
be2,76,112,0,1
be2,76,114,0,1
be2,76,116,0,1
be2,76,118,0,1
be2,78,98,0,1
be2,78,100,0,1
be2,78,102,0,1
be2,78,104,0,1
be2,78,106,0,1
be2,78,108,0,1
be2,78,110,0,1
be2,78,112,0,1
be2,78,114,0,1
be2,78,116,0,1
be2,78,118,0,1
be2,78,120,0,1
be2,80,100,0,1
be2,80,102,0,1
be2,80,104,0,1
be2,80,106,0,1
be2,80,108,0,1
be2,80,110,0,1
be2,80,114,0,1
be2,80,116,0,1
be2,80,118,0,1
be2,80,120,0,1
be2,80,122,0,4
be2,80,124,0,4
be2,80,126,0,4
be2,82,104,0,1
be2,82,106,0,1
be2,82,114,0,1
be2,82,122,0,4
be2,82,124,0,4
be2,82,126,0,4
be2,82,128,0,4
be2,84,110,0,1
be2,84,112,0,1
be2,84,116,0,1
be2,84,118,0,4
be2,84,126,0,4
be2,84,128,0,4
be2,86,116,0,4
be2,86,118,0,4
be2,86,128,0,4
be2,86,132,0,4
be2,86,134,0,4
be2,86,136,0,4
be2,88,130,0,4
be2,88,134,0,4
be2,88,136,0,4
be2,88,138,0,4
be2,88,140,0,4
be2,90,132,0,4
be2,90,134,0,4
be2,90,136,0,4
be2,90,138,0,4
be2,90,140,0,4
be2,90,142,0,4
be2,90,144,0,4
be2,92,138,0,4
be2,92,140,0,4
be2,92,142,0,4
be2,92,144,0,4
be2,92,146,0,4
be2,94,144,0,4
be2,94,146,0,4
be2,94,148,0,4
be2,94,150,0,4
be2,96,144,0,4
be2,96,148,0,4
be2,96,150,0,4
be2,96,152,0,4
be2,98,152,0,4
be2,98,154,0,4
be2,12,12,1,0
be2,12,14,1,0
be2,12,16,1,0
be2,12,18,1,0
be2,12,20,1,0
be2,12,22,1,0
be2,12,24,1,0
be2,14,12,1,0
be2,14,14,1,0
be2,14,16,1,0
be2,14,18,1,0
be2,14,20,1,0
be2,14,22,1,0
be2,14,24,1,0
be2,14,26,1,0
be2,16,12,1,0
be2,16,14,1,0
be2,16,16,1,0
be2,16,18,1,0
be2,16,20,1,0
be2,16,22,1,0
be2,16,24,1,0
be2,16,26,1,0
be2,16,28,1,0
be2,18,14,1,0
be2,18,16,1,0
be2,18,18,1,0
be2,18,20,1,0
be2,18,22,1,0
be2,18,24,1,0
be2,18,26,1,0
be2,18,28,1,0
be2,18,30,1,0
be2,20,18,1,0
be2,20,20,1,0
be2,20,22,1,0
be2,20,24,1,0
be2,20,26,1,0
be2,20,28,1,0
be2,20,30,1,0
be2,21,21,1,0
be2,22,20,1,0
be2,22,22,1,0
be2,22,24,1,0
be2,22,26,1,0
be2,22,28,1,0
be2,22,30,1,0
be2,22,32,1,0
be2,22,34,1,0
be2,24,22,1,0
be2,24,24,1,0
be2,24,26,1,0
be2,24,28,1,0
be2,24,30,1,0
be2,24,32,1,0
be2,24,34,1,0
be2,24,36,1,0
be2,24,38,1,0
be2,24,40,1,0
be2,25,25,1,0
be2,26,24,1,0
be2,26,26,1,0
be2,26,28,1,0
be2,26,30,1,0
